
 - final statistics:
2 variables; iteration 0; function evaluation 0
Function value 1.8041e+04; maximum gradient component mag -1.4896e-01
Exit code = 0;  converg criter 1.0000e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.18710 -1.48961e-01 |  2  0.02667  1.46809e-01 |

 - final statistics:
121 variables; iteration 0; function evaluation 0
Function value 1.8041e+04; maximum gradient component mag 3.0832e-01
Exit code = 0;  converg criter 1.0000e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
 16 -0.29010 -7.78604e-02 | 17 -0.29686 -9.10054e-02 | 18 -0.30065 -1.06015e-01
 19 -0.29186 -1.24299e-01 | 20 -0.25941 -1.56168e-01 | 21 -0.17096 -3.04447e-01
 22 -0.14911 -3.67661e-01 | 23 -0.18682 -1.43401e-01 | 24 -0.02166  1.27882e-01
 25  0.07452  1.59096e+00 | 26  0.04468  2.38609e+00 | 27  0.03994  3.31131e+00
 28 -0.07113  2.67389e-01 | 29 -0.11550 -4.34572e-02 | 30  0.08977  1.15004e+00
 31 -0.08640  2.83126e-02 | 32  0.08191  2.24279e+00 | 33 -0.02854  3.13506e+00
 34 -0.09146  2.23207e+00 | 35 -0.16936  1.27483e-01 | 36 -0.07840  2.13557e+00
 37  0.02798  1.47676e+00 | 38  0.00218  2.19092e+00 | 39 -0.00198  2.94656e+00
 40  0.09021  7.35752e+00 | 41 -0.02409  3.67769e+00 | 42 -0.05375  4.09902e+00
 43 -0.06120  3.33170e+00 | 44  0.06464  5.46793e+00 | 45 -0.03062  2.53208e+00
 46 -0.06820  1.83860e+00 | 47  0.04224  3.41502e+00 | 48  0.03171  4.64455e+00
 49 -0.09165  1.37977e+00 | 50 -0.02045  3.93664e+00 | 51 -0.06428  3.29220e+00
 52 -0.09537  4.49861e-01 | 53 -0.03469  2.11188e+00 | 54  0.06433  4.98418e+00
 55 -0.01387  2.03229e+00 | 56  0.10664  3.50227e+00 | 57 -0.07448  1.36160e-01
 58  0.06271  2.06026e+00 | 59  0.10585  7.28568e-01 | 60  0.00522  2.86347e-01
 61  0.10777 -9.08509e-01 | 62 -0.07863 -5.75103e-01 | 63 -0.04836  6.86039e-01
 64 -0.11900 -2.61795e-01 | 65 -0.09421  2.14814e-01 | 66  0.10292  3.05673e+00
 67 -0.16322 -7.03311e-01 | 68 -0.02095 -3.11111e+00 | 69 -0.00967 -1.18079e+01
 70 -0.00168 -4.05811e-02 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89178  4.90761e-01 | 87  0.04321  1.63603e+00
 88  0.01984  5.63530e+00 | 89  0.08994  8.27632e-05 | 90  0.10299 -1.58325e+01
 91  0.00335  1.24627e-05 | 92 -0.08660  7.71666e+00 | 93 -0.12091  3.38935e-01
 94  0.02120 -9.22760e+00 | 95 -0.14004  1.54701e-02 | 96  0.07193  9.65130e-01
 97 -0.20372  4.30133e-03 | 98 -0.03356  6.38614e-03 | 99 -0.46022 -4.96265e-04
100 -0.28277 -9.68390e-05 |101  0.10661  2.29273e-01 |102 -0.62501  1.64455e+02
103  0.00027  7.64649e-05 |104 -0.08572 -1.19982e-05 |105 -0.00093 -3.04187e-01
106  0.01664  1.00106e+00 |107  0.00508  4.86906e-01 |108  0.00225 -6.40529e-01
109  0.00155  4.37733e+00 |110  0.00922 -6.81019e-01 |111  0.00870  8.56642e-01
112  0.00356  7.90534e-01 |113  0.01212  8.20203e+00 |114 -0.01423  4.81360e-02
115  0.01469  3.29565e+00 |116  0.00928  1.60387e+00 |117  0.02545  3.18694e+00
118 -0.00015  2.07523e+00 |119  0.02134 -1.61769e+00 |120 -0.02237  1.67707e+00
121 -0.02740  1.21537e+00 |122 -0.02294 -5.40273e-01 |123 -0.03495 -4.27270e-01
124 -0.03821  3.15411e+00 |125  0.01170  4.50206e+00 |126 -0.03909 -7.01054e-01
127 -0.01155  8.77035e-01 |128  0.00473  2.79946e+00 |129 -0.02742  1.49959e+00
130  0.04519  9.41263e-01 |131  0.03358  8.01934e-01 |132  0.04864  2.14908e+00
133  0.05315 -4.95694e-01 |134  0.03852 -1.75671e-01 |135  0.05126 -2.68352e+00
136  0.02270  1.49308e+00 |137  0.09946  2.07200e+00 |138  0.00983 -2.97365e-01
139 -0.00540  2.37542e+00 |140 -0.01148  2.71839e+00 |141  0.02971  2.43846e+00
142  0.01296  8.06028e+00 |143  0.00665  1.89023e+00 |144  0.00712  3.92108e+00
145  0.00578  4.33292e+00 |146 -0.00357  1.56576e+01 |147  0.00154  9.69676e+00
148 -0.00553  9.53298e+00 |149  0.01297  9.33923e+00 |150 -0.00720  8.95863e+00
151  0.01369  7.30217e+00 |152  0.00014  3.42952e+00 |153 -0.01431  4.46660e+00
154  0.02016  6.32685e+00 |155 -0.01179  3.75993e+00 |156  0.01421  5.49489e+00
157  0.02376  1.05926e+01 |158 -0.00322  1.00168e+01 |159  0.00143  5.98903e+00
160  0.02014  6.31921e+00 |161 -0.01262  6.63354e+00 |162  0.02765  8.00485e+00
163  0.00225  6.67722e+00 |164  0.01077  6.22630e+00 |165 -0.01662  4.80941e+00
166  0.01414  3.16406e+00 |167  0.00755  1.64204e+00 |168 -0.02656 -1.53686e+00
169  0.03090 -1.50617e+00 |170 -0.00615  9.52988e-01 |
170 variables; iteration 40; function evaluation 43; phase 9
Function value 1.8031604e+04; maximum gradient component mag 1.6695e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.25023 -5.42904e+01 |  2 -0.06884  5.67747e+00 |  3  0.08455  2.62743e+01
  4 -0.48314  8.35765e+01 |  5 -0.58453  6.53824e+01 |  6 -0.23421  1.05808e-01
  7 -0.14698  1.18061e+00 |  8  0.02604  1.23674e+00 |  9  0.07855 -1.89403e-01
 10 -0.06057  4.70652e+01 | 11 -0.10011 -7.16168e-02 | 12 -0.26273 -1.27929e-01
 13 -0.26850 -1.37490e-01 | 14 -0.27512 -1.49476e-01 | 15 -0.28221 -1.64258e-01
 16 -0.28963 -1.82867e-01 | 17 -0.29631 -2.05573e-01 | 18 -0.30001 -2.32946e-01
 19 -0.29111 -2.60028e-01 | 20 -0.25845 -2.43705e-01 | 21 -0.16915 -1.03848e-01
 22 -0.14693  5.90495e-02 | 23 -0.18560  5.50042e-02 | 24 -0.01953  6.88816e-01
 25  0.07571  1.63744e+00 | 26  0.04603  1.49129e+00 | 27  0.04125  2.00608e+00
 28 -0.06943  9.50241e-01 | 29 -0.11383  3.81438e-01 | 30  0.09141  2.38793e+00
 31 -0.08473  8.92546e-01 | 32  0.08359  2.99886e+00 | 33 -0.02715  2.07378e-02
 34 -0.08992  7.55488e-01 | 35 -0.16732  1.09911e+00 | 36 -0.07679  8.54128e-01
 37  0.02979  3.71670e+00 | 38  0.00386  2.15260e+00 | 39 -0.00025  2.77490e+00
 40  0.09188  5.14963e+00 | 41 -0.02237  3.65627e+00 | 42 -0.05215  2.40630e+00
 43 -0.05949  2.72946e+00 | 44  0.06633  3.78408e+00 | 45 -0.02890  1.02074e+00
 46 -0.06645  6.56439e-01 | 47  0.04401  5.72330e+00 | 48  0.03340  4.16935e+00
 49 -0.08983  1.00422e+00 | 50 -0.01875  2.35979e+00 | 51 -0.06257  2.30678e+00
 52 -0.09345  1.84605e+00 | 53 -0.03296  2.25153e+00 | 54  0.06611  4.70979e+00
 55 -0.01213  1.25004e+00 | 56  0.10840  3.46673e+00 | 57 -0.07258  1.19818e+00
 58  0.06442  3.85880e+00 | 59  0.10757  1.43556e+00 | 60  0.00687 -1.54811e-01
 61  0.10946  2.09739e+00 | 62 -0.07685  9.99330e-01 | 63 -0.04672  6.92621e-01
 64 -0.11725  9.16363e-02 | 65 -0.09253  3.50735e-01 | 66  0.10442  1.23047e-01
 67 -0.16079  3.97121e-01 | 68 -0.01875  1.08041e+00 | 69 -0.00805 -1.17511e+01
 70 -0.00146 -1.26268e-02 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89119  2.39394e-01 | 87  0.04408  1.08650e+00
 88  0.02027  5.56757e+00 | 89  0.08994  9.06538e-05 | 90  0.10314 -1.38971e+01
 91  0.00335  1.26271e-05 | 92 -0.08654  7.31135e+00 | 93 -0.12088  2.73673e-01
 94  0.02124 -8.91582e+00 | 95 -0.14004  1.24346e-02 | 96  0.07215  5.03942e-01
 97 -0.20372 -9.69422e-01 | 98 -0.03354 -8.47660e-03 | 99 -0.46022 -8.28379e-06
100 -0.28277 -1.31849e-04 |101  0.10663 -1.10653e-01 |102 -0.62502  1.66948e+02
103  0.00027  9.52392e-05 |104 -0.08572 -1.13917e-05 |105 -0.00095  6.82213e-01
106  0.01662 -1.22183e+00 |107  0.00506  1.50042e+00 |108  0.00231  2.34438e+00
109  0.00148 -2.39161e+00 |110  0.00913 -7.23455e-02 |111  0.00870  1.26777e+00
112  0.00353  7.86932e-01 |113  0.01210  8.02371e+00 |114 -0.01426  4.07602e-01
115  0.01466  2.21303e+00 |116  0.00918 -8.24936e+00 |117  0.02545  1.19222e+01
118 -0.00024 -3.31028e-01 |119  0.02137 -4.15469e-01 |120 -0.02241  8.10143e-01
121 -0.02740  1.00224e+00 |122 -0.02296  8.02819e-01 |123 -0.03495  8.00397e-01
124 -0.03830  2.30905e+00 |125  0.01166 -7.58175e-01 |126 -0.03911 -4.59806e-01
127 -0.01158 -5.86961e-01 |128  0.00472  9.90357e+00 |129 -0.02750  2.52086e-01
130  0.04516 -4.75066e+00 |131  0.03357  3.47592e-01 |132  0.04858  1.04285e+00
133  0.05315  2.32698e+00 |134  0.03860 -4.53034e-02 |135  0.05126  1.40558e+00
136  0.02264 -1.59232e+00 |137  0.09953  1.22585e+00 |138  0.00988  2.76023e+00
139 -0.00537  1.28574e+00 |140 -0.01142  3.88198e+00 |141  0.02971  5.76888e+00
142  0.01298  2.57569e-01 |143  0.00675  2.94262e+00 |144  0.00712  3.51431e+00
145  0.00585  4.18035e+00 |146 -0.00352  1.51730e+01 |147  0.00162  1.06707e+01
148 -0.00549  8.51948e+00 |149  0.01298 -4.53118e+00 |150 -0.00713  1.36477e+01
151  0.01375  7.82146e+00 |152  0.00013  5.70107e+00 |153 -0.01420  5.59172e+00
154  0.02014  4.56727e+00 |155 -0.01171  5.05477e+00 |156  0.01424  6.37973e+00
157  0.02382  1.08973e+01 |158 -0.00318  5.27336e+00 |159  0.00151  4.18100e+00
160  0.02015  1.91011e+00 |161 -0.01252  1.50186e+01 |162  0.02770  1.11461e+01
163  0.00230  1.11793e+00 |164  0.01074  2.01925e+00 |165 -0.01652  3.31960e+00
166  0.01418  1.90339e+00 |167  0.00745  1.24674e+00 |168 -0.02644  3.53383e+00
169  0.03098  5.09163e-01 |170 -0.00624  6.50077e-01 |
170 variables; iteration 60; function evaluation 63; phase 9
Function value 1.8031600e+04; maximum gradient component mag 1.6477e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24979 -6.13409e+01 |  2 -0.06879  5.14829e+00 |  3  0.08383  2.95225e+01
  4 -0.48294  9.53723e+01 |  5 -0.58459  7.43800e+01 |  6 -0.23421  6.49110e-02
  7 -0.14707  1.35911e+00 |  8  0.02604  1.12739e+00 |  9  0.07856  8.92291e-01
 10 -0.06069  5.48357e+01 | 11 -0.09932  2.05196e-02 | 12 -0.26146 -1.47693e-01
 13 -0.26712 -1.37784e-01 | 14 -0.27363 -1.25961e-01 | 15 -0.28058 -1.13721e-01
 16 -0.28783 -9.92269e-02 | 17 -0.29433 -7.88563e-02 | 18 -0.29782 -4.47529e-02
 19 -0.28871  2.72459e-02 | 20 -0.25610  1.77687e-01 | 21 -0.16716  6.62263e-01
 22 -0.14545  7.68942e-01 | 23 -0.18444  3.12072e-01 | 24 -0.01891  1.06844e+00
 25  0.07615  2.01261e+00 | 26  0.04656  2.00290e+00 | 27  0.04166  2.53793e+00
 28 -0.06902  1.64504e+00 | 29 -0.11333  1.10525e+00 | 30  0.09184  3.86410e+00
 31 -0.08440  9.34591e-01 | 32  0.08397  3.65966e+00 | 33 -0.02678  4.70368e-01
 34 -0.08961  4.86217e-01 | 35 -0.16704  1.00590e+00 | 36 -0.07641  9.75879e-01
 37  0.03016  4.22666e+00 | 38  0.00418  2.29095e+00 | 39  0.00014  3.56928e+00
 40  0.09224  5.38012e+00 | 41 -0.02202  3.80680e+00 | 42 -0.05180  2.41422e+00
 43 -0.05913  2.95185e+00 | 44  0.06670  5.22364e+00 | 45 -0.02855  1.60959e+00
 46 -0.06610  1.05739e+00 | 47  0.04435  6.04093e+00 | 48  0.03376  5.18431e+00
 49 -0.08950  1.27701e+00 | 50 -0.01838  3.62537e+00 | 51 -0.06222  2.71392e+00
 52 -0.09312  2.21259e+00 | 53 -0.03261  2.25716e+00 | 54  0.06645  4.27669e+00
 55 -0.01180  1.39528e+00 | 56  0.10874  3.39139e+00 | 57 -0.07224  1.28427e+00
 58  0.06477  3.33188e+00 | 59  0.10792  1.97372e-01 | 60  0.00724 -8.06912e-02
 61  0.10985  2.72843e+00 | 62 -0.07645  1.23380e+00 | 63 -0.04638  2.23266e-01
 64 -0.11688  1.84066e-01 | 65 -0.09216  4.73449e-01 | 66  0.10481  1.44050e-01
 67 -0.16080 -1.51841e-01 | 68 -0.01837  1.02679e+00 | 69 -0.00767 -1.16527e+01
 70 -0.00138 -1.86102e-03 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89093  7.66523e-01 | 87  0.04382  2.03804e+00
 88  0.02025  6.42031e+00 | 89  0.08994  9.01756e-05 | 90  0.10313 -1.60660e+01
 91  0.00335  1.26162e-05 | 92 -0.08654  8.16656e+00 | 93 -0.12082  3.19092e-01
 94  0.02124 -9.83154e+00 | 95 -0.14004  1.42451e-02 | 96  0.07209  4.32134e-01
 97 -0.20372  4.09483e-01 | 98 -0.03350  2.24590e-02 | 99 -0.46022 -6.90779e-04
100 -0.28277  1.39186e-05 |101  0.10761  5.97086e-01 |102 -0.62502  1.64770e+02
103  0.00027  6.96901e-05 |104 -0.08572 -1.27833e-05 |105 -0.00099  5.02767e-01
106  0.01661 -1.96424e+00 |107  0.00504 -8.38023e-01 |108  0.00232  3.51565e+00
109  0.00148 -1.88882e+00 |110  0.00914  2.11078e-02 |111  0.00870  2.31172e+00
112  0.00353  4.26817e-01 |113  0.01209  8.14761e+00 |114 -0.01427  6.95857e-01
115  0.01465  2.46518e+00 |116  0.00916 -8.29715e+00 |117  0.02546  1.26860e+01
118 -0.00024 -1.95093e-01 |119  0.02135 -1.10747e+00 |120 -0.02241  1.66423e+00
121 -0.02742 -1.30673e+00 |122 -0.02298  1.51860e+00 |123 -0.03497 -5.40477e-01
124 -0.03829  1.91981e+00 |125  0.01165  2.37658e-02 |126 -0.03912 -5.86881e-01
127 -0.01156  3.03320e-01 |128  0.00471  1.06757e+01 |129 -0.02754 -5.83906e-01
130  0.04517 -3.72113e+00 |131  0.03355  4.94985e-01 |132  0.04856  1.85449e+00
133  0.05312 -2.93852e+00 |134  0.03862  4.99393e-01 |135  0.05125  1.44109e+00
136  0.02260 -2.47686e+00 |137  0.09946  9.25836e-01 |138  0.00998  4.17112e+00
139 -0.00535  1.19728e+00 |140 -0.01139  3.79365e+00 |141  0.02975  7.61897e+00
142  0.01300  1.46444e+00 |143  0.00676  3.35858e+00 |144  0.00717  5.04887e+00
145  0.00585  4.07686e+00 |146 -0.00349  1.58291e+01 |147  0.00164  1.14572e+01
148 -0.00546  9.65531e+00 |149  0.01302 -3.36546e+00 |150 -0.00712  1.45276e+01
151  0.01378  8.28608e+00 |152  0.00017  5.54620e+00 |153 -0.01419  5.99655e+00
154  0.02016  4.94497e+00 |155 -0.01164  8.16799e+00 |156  0.01428  7.54087e+00
157  0.02383  1.03136e+01 |158 -0.00315  5.73011e+00 |159  0.00154  4.18862e+00
160  0.02017  2.99899e+00 |161 -0.01249  1.63376e+01 |162  0.02774  1.01724e+01
163  0.00230  7.04273e-01 |164  0.01078  2.43214e+00 |165 -0.01646  5.03637e+00
166  0.01419  1.35302e+00 |167  0.00749  1.32625e+00 |168 -0.02649  3.00999e+00
169  0.03106  1.49369e+00 |170 -0.00610  1.07850e+00 |
170 variables; iteration 80; function evaluation 83; phase 9
Function value 1.8031598e+04; maximum gradient component mag 1.6190e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24963 -6.32932e+01 |  2 -0.06887  4.67693e+00 |  3  0.08396  3.07152e+01
  4 -0.48298  9.80035e+01 |  5 -0.58457  7.56589e+01 |  6 -0.23420  5.81446e-01
  7 -0.14705  1.51874e+00 |  8  0.02604  1.11145e+00 |  9  0.07854  3.52055e-01
 10 -0.06079  5.62562e+01 | 11 -0.09877  2.87385e-02 | 12 -0.25945  9.25602e-03
 13 -0.26512  2.71989e-02 | 14 -0.27165  4.78278e-02 | 15 -0.27863  6.98294e-02
 16 -0.28592  9.44334e-02 | 17 -0.29249  1.22223e-01 | 18 -0.29614  1.54210e-01
 19 -0.28739  1.88270e-01 | 20 -0.25537  1.93819e-01 | 21 -0.16787  2.51703e-01
 22 -0.14605  3.95866e-01 | 23 -0.18350  3.97492e-01 | 24 -0.01857  1.47799e+00
 25  0.07630  2.50874e+00 | 26  0.04677  2.29680e+00 | 27  0.04189  3.07118e+00
 28 -0.06883  1.74664e+00 | 29 -0.11319  9.43909e-01 | 30  0.09203  4.31106e+00
 31 -0.08418  1.16401e+00 | 32  0.08414  3.59201e+00 | 33 -0.02660  3.97118e-01
 34 -0.08945  3.69520e-01 | 35 -0.16683  1.09747e+00 | 36 -0.07626  9.70794e-01
 37  0.03032  4.20448e+00 | 38  0.00437  2.57994e+00 | 39  0.00028  3.03685e+00
 40  0.09242  5.62247e+00 | 41 -0.02184  3.92274e+00 | 42 -0.05161  2.52225e+00
 43 -0.05897  2.92832e+00 | 44  0.06689  5.58592e+00 | 45 -0.02840  1.13682e+00
 46 -0.06594  9.59991e-01 | 47  0.04452  6.40301e+00 | 48  0.03392  4.75070e+00
 49 -0.08934  1.22728e+00 | 50 -0.01821  3.86423e+00 | 51 -0.06204  2.93053e+00
 52 -0.09296  2.23727e+00 | 53 -0.03245  2.24685e+00 | 54  0.06662  4.20069e+00
 55 -0.01165  9.59407e-01 | 56  0.10890  2.63073e+00 | 57 -0.07208  1.18084e+00
 58  0.06495  3.81198e+00 | 59  0.10810  7.07478e-01 | 60  0.00742 -2.49236e-02
 61  0.11002  2.08475e+00 | 62 -0.07628  1.20917e+00 | 63 -0.04620  3.29578e-01
 64 -0.11671  1.71188e-01 | 65 -0.09199  4.73049e-01 | 66  0.10497  1.26250e-01
 67 -0.16028  3.52513e-01 | 68 -0.01821  1.15704e+00 | 69 -0.00748 -1.14966e+01
 70 -0.00139 -3.08697e-03 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89084  7.81406e-01 | 87  0.04372  2.20598e+00
 88  0.02017  6.67774e+00 | 89  0.08994  8.89499e-05 | 90  0.10310 -1.65602e+01
 91  0.00335  1.25875e-05 | 92 -0.08659  7.99175e+00 | 93 -0.12086  2.99778e-01
 94  0.02121 -1.02941e+01 | 95 -0.14004  1.36443e-02 | 96  0.07217  7.93393e-01
 97 -0.20372  8.57428e-01 | 98 -0.03355 -9.97870e-04 | 99 -0.46021 -9.26875e-04
100 -0.28276 -1.13963e-04 |101  0.10679  1.24809e-01 |102 -0.62502  1.61904e+02
103  0.00027  8.53137e-05 |104 -0.08572 -1.08277e-05 |105 -0.00099 -7.81809e-01
106  0.01662 -2.15211e+00 |107  0.00504 -1.09000e+00 |108  0.00233  3.26396e+00
109  0.00149 -1.74421e+00 |110  0.00916  2.15103e-01 |111  0.00872  2.71300e+00
112  0.00355  3.49990e-01 |113  0.01210  8.09207e+00 |114 -0.01427  3.46967e-01
115  0.01467  2.75667e+00 |116  0.00919 -7.89729e+00 |117  0.02546  1.24424e+01
118 -0.00023 -3.73861e-01 |119  0.02136 -1.27402e+00 |120 -0.02241  1.19651e+00
121 -0.02741 -1.41835e+00 |122 -0.02297  1.40612e+00 |123 -0.03495 -2.58800e-01
124 -0.03829  1.74281e+00 |125  0.01166 -1.71231e-01 |126 -0.03911 -6.98802e-01
127 -0.01156  9.64362e-02 |128  0.00473  1.06021e+01 |129 -0.02751 -3.40659e-01
130  0.04519 -3.44446e+00 |131  0.03358  5.74306e-01 |132  0.04859  2.37268e+00
133  0.05313 -2.74707e+00 |134  0.03861  3.87275e-01 |135  0.05128  1.77805e+00
136  0.02262 -2.08437e+00 |137  0.09945  9.18577e-01 |138  0.00995  3.26554e+00
139 -0.00535  1.09772e+00 |140 -0.01139  4.17955e+00 |141  0.02974  7.58729e+00
142  0.01300  1.79657e+00 |143  0.00676  3.59288e+00 |144  0.00716  5.00718e+00
145  0.00584  3.74119e+00 |146 -0.00350  1.57317e+01 |147  0.00164  1.18685e+01
148 -0.00548  9.22154e+00 |149  0.01300 -3.27938e+00 |150 -0.00711  1.46739e+01
151  0.01376  7.90382e+00 |152  0.00016  5.57351e+00 |153 -0.01419  6.48552e+00
154  0.02015  4.88443e+00 |155 -0.01165  8.09705e+00 |156  0.01426  7.49757e+00
157  0.02382  1.00227e+01 |158 -0.00316  5.85800e+00 |159  0.00152  4.27291e+00
160  0.02018  3.29555e+00 |161 -0.01249  1.62240e+01 |162  0.02773  1.00047e+01
163  0.00229  6.44744e-01 |164  0.01078  2.17376e+00 |165 -0.01648  4.74500e+00
166  0.01419  1.22582e+00 |167  0.00750  1.29546e+00 |168 -0.02650  2.66190e+00
169  0.03107  1.10279e+00 |170 -0.00609  9.81296e-01 |
170 variables; iteration 100; function evaluation 104; phase 9
Function value 1.8031596e+04; maximum gradient component mag 1.4920e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24959 -5.79475e+01 |  2 -0.06886  4.38543e+00 |  3  0.08420  2.84352e+01
  4 -0.48308  8.98831e+01 |  5 -0.58452  6.91294e+01 |  6 -0.23421  6.29012e-01
  7 -0.14698  1.89497e+00 |  8  0.02604  1.04481e+00 |  9  0.07856  3.88441e-01
 10 -0.06083  5.16139e+01 | 11 -0.09866  3.75205e-02 | 12 -0.25769  2.31984e-01
 13 -0.26375  1.99158e-01 | 14 -0.27071  1.60110e-01 | 15 -0.27813  1.17211e-01
 16 -0.28587  6.95994e-02 | 17 -0.29289  2.07381e-02 | 18 -0.29693 -1.98017e-02
 19 -0.28831 -1.04575e-02 | 20 -0.25554  1.84423e-01 | 21 -0.16662  5.97621e-01
 22 -0.14647  3.28553e-01 | 23 -0.18341  2.78892e-01 | 24 -0.01886  1.07470e+00
 25  0.07641  2.22298e+00 | 26  0.04679  1.98007e+00 | 27  0.04187  2.55976e+00
 28 -0.06864  2.32085e+00 | 29 -0.11321  7.62995e-01 | 30  0.09207  3.91246e+00
 31 -0.08417  9.40729e-01 | 32  0.08420  3.61164e+00 | 33 -0.02657  1.32237e-01
 34 -0.08937  5.32595e-01 | 35 -0.16684  7.67855e-01 | 36 -0.07623  6.59926e-01
 37  0.03035  3.87758e+00 | 38  0.00444  2.80398e+00 | 39  0.00031  2.68266e+00
 40  0.09246  5.06678e+00 | 41 -0.02181  3.45412e+00 | 42 -0.05156  2.42748e+00
 43 -0.05891  2.96990e+00 | 44  0.06692  4.76403e+00 | 45 -0.02841  3.90938e-01
 46 -0.06585  1.22615e+00 | 47  0.04457  6.03966e+00 | 48  0.03397  4.67882e+00
 49 -0.08927  1.46931e+00 | 50 -0.01816  3.82831e+00 | 51 -0.06201  2.77999e+00
 52 -0.09290  2.22099e+00 | 53 -0.03239  2.40894e+00 | 54  0.06665  3.58751e+00
 55 -0.01163  4.57531e-01 | 56  0.10896  2.62759e+00 | 57 -0.07211  7.25723e-01
 58  0.06502  3.83070e+00 | 59  0.10814  1.29242e-01 | 60  0.00746 -4.78600e-02
 61  0.11006  1.82726e+00 | 62 -0.07631  6.22081e-01 | 63 -0.04616  3.01242e-01
 64 -0.11666  2.69425e-01 | 65 -0.09200  2.56276e-01 | 66  0.10504  3.49114e-01
 67 -0.16036  2.05661e-01 | 68 -0.01816  1.24494e+00 | 69 -0.00724 -1.06355e+01
 70 -0.00150 -1.93960e-02 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89082  9.40379e-01 | 87  0.04371  2.18768e+00
 88  0.02017  5.89427e+00 | 89  0.08993  8.79321e-05 | 90  0.10310 -1.53231e+01
 91  0.00335  1.25636e-05 | 92 -0.08659  7.57915e+00 | 93 -0.12081  3.19053e-01
 94  0.02121 -9.28273e+00 | 95 -0.14006  1.43958e-02 | 96  0.07234  1.03144e+00
 97 -0.20372  6.75503e-01 | 98 -0.03354 -5.44122e-04 | 99 -0.46017 -8.28664e-04
100 -0.28276 -1.00660e-04 |101  0.10681  8.43040e-02 |102 -0.62502  1.49200e+02
103  0.00027  6.64662e-05 |104 -0.08572 -1.16977e-05 |105 -0.00099 -6.95279e-01
106  0.01662 -1.92771e+00 |107  0.00504 -1.07553e+00 |108  0.00229  2.79423e+00
109  0.00151 -1.43698e+00 |110  0.00914  2.22420e-01 |111  0.00872  2.80014e+00
112  0.00353  1.77031e-01 |113  0.01209  7.27884e+00 |114 -0.01427  1.39467e-01
115  0.01467  2.66265e+00 |116  0.00917 -7.54739e+00 |117  0.02546  1.15552e+01
118 -0.00024 -6.67362e-01 |119  0.02136 -1.21341e+00 |120 -0.02241  1.05942e+00
121 -0.02742 -1.47611e+00 |122 -0.02296  1.50371e+00 |123 -0.03495 -9.34316e-02
